"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,5,0.0500000000000002,0.0499999999999998,0.500170689718894,0.05064
"2","T",100000,5,5,0.0500000000000002,0.0499999999999998,0.499260691382938,0.05064
"3","WMW",100000,5,5,0.0500000000000002,0.0499999999999998,0.499913921856084,0.05055
"4","Welch",100000,5,5,0.0500000000000002,0.0499999999999998,0.499261263358614,0.05064
