"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,20,20,2.50000024725008,2.49999975274992,0.499414301949027,0.05123
"2","T",100000,20,20,2.50000024725008,2.49999975274992,0.499398062525406,0.05092
"3","WMW",100000,20,20,2.50000024725008,2.49999975274992,0.499157801934597,0.05115
"4","Welch",100000,20,20,2.50000024725008,2.49999975274992,0.499398445770293,0.05092
