"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,10,20,0.329584879129044,0.670415120870956,0.499455898558458,0.05159
"2","T",100000,10,20,0.329584879129044,0.670415120870956,0.370047622133124,0.16184
"3","WMW",100000,10,20,0.329584879129044,0.670415120870956,0.495710344655485,0.05392
"4","Welch",100000,10,20,0.329584879129044,0.670415120870956,0.370070963803269,0.16178
