"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,2,0.292893218813452,0.707106781186548,0.500354365214396,0.05123
"2","T",100000,1,2,0.292893218813452,0.707106781186548,0.0168836833989217,0.92129
"3","WMW",100000,1,2,0.292893218813452,0.707106781186548,0.495368568188502,0.05472
"4","Welch",100000,1,2,0.292893218813452,0.707106781186548,0.0168991845416713,0.92122
