"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,20,0.0191924059765616,0.0808075940234385,0.498763399339968,0.05022
"2","T",100000,5,20,0.0191924059765616,0.0808075940234385,0.102826028039784,0.61626
"3","WMW",100000,5,20,0.0191924059765616,0.0808075940234385,0.48597464990611,0.05999
"4","Welch",100000,5,20,0.0191924059765616,0.0808075940234385,0.102893718834119,0.61597
