"","k1","k2","lambda1","lambda2","mean1","mean2","mean.diff","mean.ratio","std1","std2","std.ratio","skew1","skew2","skew.ratio","kur1","kur2","kur.ratio"
"45",5,20,0.0191924059765616,0.0808075940234385,260.519707956687,247.501490939069,13.0182170176187,1.05259853978344,116.507955293909,55.3430158272306,2.10519707956687,0.894427190999916,0.447213595499958,2,1.2,0.3,4
"46",5,20,0.191924059765616,0.808075940234384,26.0519707956688,24.7501490939069,1.30182170176187,1.05259853978344,11.6507955293909,5.53430158272306,2.10519707956688,0.894427190999916,0.447213595499958,2,1.2,0.3,4
"47",5,20,0.959620298828078,4.04037970117192,5.21039415913375,4.95002981878138,0.260364340352374,1.05259853978344,2.33015910587818,1.10686031654461,2.10519707956687,0.894427190999916,0.447213595499958,2,1.2,0.3,4
"48",5,20,1.91924059765616,8.08075940234384,2.60519707956687,2.47501490939069,0.130182170176187,1.05259853978344,1.16507955293909,0.553430158272306,2.10519707956687,0.894427190999916,0.447213595499958,2,1.2,0.3,4
"49",10,10,0.0499999999999672,0.0500000000000328,200.000000000131,199.999999999869,2.62645016846363e-10,1.00000000000131,63.2455532034091,63.2455532033261,1.00000000000131,0.632455532033676,0.632455532033676,1,0.6,0.6,1
"50",10,10,0.499999999999672,0.500000000000328,20.0000000000131,19.9999999999869,2.62616595136933e-11,1.00000000000131,6.32455532034091,6.32455532033261,1.00000000000131,0.632455532033676,0.632455532033676,1,0.6,0.6,1
"51",10,10,2.49999999999836,2.50000000000164,4.00000000000263,3.99999999999737,5.25268717410654e-12,1.00000000000131,1.26491106406818,1.26491106406652,1.00000000000131,0.632455532033676,0.632455532033676,1,0.6,0.6,1
"52",10,10,4.99999999999672,5.00000000000328,2.00000000000131,1.99999999999869,2.62634358705327e-12,1.00000000000131,0.632455532034091,0.632455532033261,1.00000000000131,0.632455532033676,0.632455532033676,1,0.6,0.6,1
"53",10,20,0.0329584879129044,0.0670415120870956,303.411977710442,298.322626942206,5.08935076823587,1.01705988855221,95.9472918941236,66.7069673069082,1.4383398881362,0.632455532033676,0.447213595499958,1.4142135623731,0.6,0.3,2
"54",10,20,0.329584879129044,0.670415120870956,30.3411977710442,29.8322626942206,0.508935076823587,1.01705988855221,9.59472918941236,6.67069673069082,1.4383398881362,0.632455532033676,0.447213595499958,1.4142135623731,0.6,0.3,2
"55",10,20,1.64792439564522,3.35207560435478,6.06823955420883,5.96645253884411,0.101787015364716,1.01705988855221,1.91894583788247,1.33413934613816,1.4383398881362,0.632455532033676,0.447213595499958,1.4142135623731,0.6,0.3,2
"56",10,20,3.29584879129044,6.70415120870956,3.03411977710442,2.98322626942206,0.0508935076823582,1.01705988855221,0.959472918941236,0.667069673069082,1.4383398881362,0.632455532033676,0.447213595499958,1.4142135623731,0.6,0.3,2
"57",20,20,0.0500000049450017,0.0499999950549983,399.99996043999,400.000039560017,-7.91200267826753e-05,0.999999802199953,89.4427102541046,89.4427279458804,0.999999802199953,0.447213595499958,0.447213595499958,1,0.3,0.3,1
"58",20,20,0.500000049450017,0.499999950549983,39.9999960439991,40.0000039560017,-7.91200267258318e-06,0.999999802199953,8.94427102541045,8.94427279458804,0.999999802199953,0.447213595499958,0.447213595499958,1,0.3,0.3,1
"59",20,20,2.50000024725008,2.49999975274992,7.99999920879981,8.00000079120035,-1.58240053504954e-06,0.999999802199953,1.78885420508209,1.78885455891761,0.999999802199953,0.447213595499958,0.447213595499958,1,0.3,0.3,1
"60",20,20,5.00000049450017,4.99999950549983,3.99999960439991,4.00000039560017,-7.91200267524772e-07,0.999999802199953,0.894427102541046,0.894427279458804,0.999999802199953,0.447213595499958,0.447213595499958,1,0.3,0.3,1
