"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,20,1.91924059765616,8.08075940234384,0.49928386374298,0.051
"2","T",100000,5,20,1.91924059765616,8.08075940234384,0.102488700912048,0.6196
"3","WMW",100000,5,20,1.91924059765616,8.08075940234384,0.48649723715932,0.06037
"4","Welch",100000,5,20,1.91924059765616,8.08075940234384,0.10255625540527,0.61926
