"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,10,0.0147963425430651,0.0852036574569349,0.499690263582652,0.04953
"2","T",100000,2,10,0.0147963425430651,0.0852036574569349,0.00479722533557454,0.97912
"3","WMW",100000,2,10,0.0147963425430651,0.0852036574569349,0.482473098642467,0.06303
"4","Welch",100000,2,10,0.0147963425430651,0.0852036574569349,0.00481612105720991,0.97906
