"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,1,0.5,0.5,0.499856498883874,0.0507
"2","T",100000,1,1,0.5,0.5,0.500161331216121,0.05042
"3","WMW",100000,1,1,0.5,0.5,0.499599020026284,0.05057
"4","Welch",100000,1,1,0.5,0.5,0.500162879504765,0.05042
