"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,5,0.500000000000002,0.499999999999998,0.500242589091038,0.05024
"2","T",100000,5,5,0.500000000000002,0.499999999999998,0.499697437770203,0.04984
"3","WMW",100000,5,5,0.500000000000002,0.499999999999998,0.499985942007428,0.0501
"4","Welch",100000,5,5,0.500000000000002,0.499999999999998,0.49969800388016,0.04984
