"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,20,20,0.500000049450017,0.499999950549983,0.500023333991597,0.05075
"2","T",100000,20,20,0.500000049450017,0.499999950549983,0.500198636597957,0.05048
"3","WMW",100000,20,20,0.500000049450017,0.499999950549983,0.499767031480371,0.05052
"4","Welch",100000,20,20,0.500000049450017,0.499999950549983,0.500199017299383,0.05047
