"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,5,1.29449436703873,8.70550563296127,0.500694735426533,0.04956
"2","T",100000,1,5,1.29449436703873,8.70550563296127,4.14898272675056e-05,0.99992
"3","WMW",100000,1,5,1.29449436703873,8.70550563296127,0.481782583882767,0.06407
"4","Welch",100000,1,5,1.29449436703873,8.70550563296127,4.21750157745367e-05,0.99992
