"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,20,0.00786438172652479,0.0921356182734752,0.499946296285594,0.05025
"2","T",100000,2,20,0.00786438172652479,0.0921356182734752,0.0010649260401723,0.9962
"3","WMW",100000,2,20,0.00786438172652479,0.0921356182734752,0.472026160993138,0.07304
"4","Welch",100000,2,20,0.00786438172652479,0.0921356182734752,0.0010744822284409,0.9962
