"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,20,0.39321908632624,4.60678091367376,0.500551971134302,0.04953
"2","T",100000,2,20,0.39321908632624,4.60678091367376,0.00099692955558299,0.99677
"3","WMW",100000,2,20,0.39321908632624,4.60678091367376,0.472640558570166,0.07269
"4","Welch",100000,2,20,0.39321908632624,4.60678091367376,0.00100630215108625,0.99677
