"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,20,0.170318355375773,4.82968164462423,0.500561902826219,0.05028
"2","T",100000,1,20,0.170318355375773,4.82968164462423,5.37599937829433e-07,1
"3","WMW",100000,1,20,0.170318355375773,4.82968164462423,0.461834256475552,0.08253
"4","Welch",100000,1,20,0.170318355375773,4.82968164462423,5.6741333567726e-07,1
