"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,10,1.62875577643157,3.37124422356843,0.50014015386521,0.05083
"2","T",100000,5,10,1.62875577643157,3.37124422356843,0.27159535928919,0.28212
"3","WMW",100000,5,10,1.62875577643157,3.37124422356843,0.496264066061622,0.05332
"4","Welch",100000,5,10,1.62875577643157,3.37124422356843,0.271622064017813,0.28195
