"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,10,20,3.29584879129044,6.70415120870956,0.501079038656544,0.05057
"2","T",100000,10,20,3.29584879129044,6.70415120870956,0.371160069445551,0.16023
"3","WMW",100000,10,20,3.29584879129044,6.70415120870956,0.497332382252698,0.05266
"4","Welch",100000,10,20,3.29584879129044,6.70415120870956,0.37118343402793,0.16014
