"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,10,10,2.49999999999836,2.50000000000164,0.499258520191136,0.04954
"2","T",100000,10,10,2.49999999999836,2.50000000000164,0.499096202489098,0.05008
"3","WMW",100000,10,10,2.49999999999836,2.50000000000164,0.49900102274256,0.04934
"4","Welch",100000,10,10,2.49999999999836,2.50000000000164,0.499096650903831,0.05008
