"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,2,2.92893218813452,7.07106781186548,0.499998792728298,0.05026
"2","T",100000,1,2,2.92893218813452,7.07106781186548,0.0168730552574026,0.92107
"3","WMW",100000,1,2,2.92893218813452,7.07106781186548,0.495016138824008,0.05372
"4","Welch",100000,1,2,2.92893218813452,7.07106781186548,0.0168886895431718,0.92098
