"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,20,20,0.0500000049450017,0.0499999950549983,0.499843821308466,0.04968
"2","T",100000,20,20,0.0500000049450017,0.0499999950549983,0.499943401226141,0.05019
"3","WMW",100000,20,20,0.0500000049450017,0.0499999950549983,0.499585852950851,0.04956
"4","Welch",100000,20,20,0.0500000049450017,0.0499999950549983,0.49994378075714,0.05019
