"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,5,0.647247183519367,4.35275281648063,0.499341736931674,0.0499
"2","T",100000,1,5,0.647247183519367,4.35275281648063,4.10636492565446e-05,0.99995
"3","WMW",100000,1,5,0.647247183519367,4.35275281648063,0.480392510445411,0.06386
"4","Welch",100000,1,5,0.647247183519367,4.35275281648063,4.17504308791499e-05,0.99994
