"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,10,0.334835042315967,4.66516495768403,0.500017933425071,0.04928
"2","T",100000,1,10,0.334835042315967,4.66516495768403,2.01750882170354e-06,1
"3","WMW",100000,1,10,0.334835042315967,4.66516495768403,0.470242887712835,0.07298
"4","Welch",100000,1,10,0.334835042315967,4.66516495768403,2.10972006986424e-06,1
