"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,10,10,0.499999999999672,0.500000000000328,0.50047103050255,0.05021
"2","T",100000,10,10,0.499999999999672,0.500000000000328,0.499948628895013,0.05056
"3","WMW",100000,10,10,0.499999999999672,0.500000000000328,0.500215350855988,0.05002
"4","Welch",100000,10,10,0.499999999999672,0.500000000000328,0.499949075883703,0.05056
