"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,20,0.959620298828078,4.04037970117192,0.500033272822465,0.04981
"2","T",100000,5,20,0.959620298828078,4.04037970117192,0.102553683227785,0.61693
"3","WMW",100000,5,20,0.959620298828078,4.04037970117192,0.487261490925779,0.05902
"4","Welch",100000,5,20,0.959620298828078,4.04037970117192,0.102621596926983,0.61663
