"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,2,2.5,2.5,0.499216950109461,0.05079
"2","T",100000,2,2,2.5,2.5,0.498925665802094,0.05138
"3","WMW",100000,2,2,2.5,2.5,0.498960879240174,0.05056
"4","Welch",100000,2,2,2.5,2.5,0.498926609549312,0.05138
