"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,10,20,1.64792439564522,3.35207560435478,0.499215508481441,0.04854
"2","T",100000,10,20,1.64792439564522,3.35207560435478,0.37036001752132,0.16067
"3","WMW",100000,10,20,1.64792439564522,3.35207560435478,0.495447529040094,0.05104
"4","Welch",100000,10,20,1.64792439564522,3.35207560435478,0.370383420858025,0.16064
