"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,10,0.0325751155286314,0.0674248844713686,0.499365632949117,0.04911
"2","T",100000,5,10,0.0325751155286314,0.0674248844713686,0.273135447208112,0.28183
"3","WMW",100000,5,10,0.0325751155286314,0.0674248844713686,0.495480416359365,0.05178
"4","Welch",100000,5,10,0.0325751155286314,0.0674248844713686,0.273162046947932,0.28173
