"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,20,0.340636710751545,9.65936328924846,0.500470594627152,0.04999
"2","T",100000,1,20,0.340636710751545,9.65936328924846,5.46754661385475e-07,1
"3","WMW",100000,1,20,0.340636710751545,9.65936328924846,0.461677594819189,0.08201
"4","Welch",100000,1,20,0.340636710751545,9.65936328924846,5.77851205335558e-07,1
