"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,10,0.325751155286314,0.674248844713686,0.50058755787986,0.04926
"2","T",100000,5,10,0.325751155286314,0.674248844713686,0.271934906372421,0.28157
"3","WMW",100000,5,10,0.325751155286314,0.674248844713686,0.496703528249181,0.05145
"4","Welch",100000,5,10,0.325751155286314,0.674248844713686,0.271961627521441,0.28145
