"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,10,0.739817127153253,4.26018287284675,0.500339441019222,0.04946
"2","T",100000,2,10,0.739817127153253,4.26018287284675,0.00477570979152805,0.9794
"3","WMW",100000,2,10,0.739817127153253,4.26018287284675,0.48312871580571,0.06287
"4","Welch",100000,2,10,0.739817127153253,4.26018287284675,0.0047944756919916,0.97934
