"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,5,0.26444998329566,0.73555001670434,0.500633238027169,0.04941
"2","T",100000,2,5,0.26444998329566,0.73555001670434,0.0455270701555797,0.80208
"3","WMW",100000,2,5,0.26444998329566,0.73555001670434,0.493680795411412,0.05466
"4","Welch",100000,2,5,0.26444998329566,0.73555001670434,0.0455581090419102,0.80193
