"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,10,0.00669670084631934,0.0933032991536807,0.500755460466018,0.04969
"2","T",100000,1,10,0.00669670084631934,0.0933032991536807,3.19980675888704e-06,1
"3","WMW",100000,1,10,0.00669670084631934,0.0933032991536807,0.471088489741862,0.07336
"4","Welch",100000,1,10,0.00669670084631934,0.0933032991536807,3.30226725100621e-06,0.99999
