"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,20,0.0340636710751545,0.965936328924845,0.500151447054164,0.05116
"2","T",100000,1,20,0.0340636710751545,0.965936328924845,5.37083179519835e-07,1
"3","WMW",100000,1,20,0.0340636710751545,0.965936328924845,0.46140874866193,0.08301
"4","Welch",100000,1,20,0.0340636710751545,0.965936328924845,5.6704448522796e-07,1
