"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,1,2.5,2.5,0.500777513248311,0.05022
"2","T",100000,1,1,2.5,2.5,0.50030820668982,0.04992
"3","WMW",100000,1,1,2.5,2.5,0.500520679310314,0.05007
"4","Welch",100000,1,1,2.5,2.5,0.500309746753887,0.04992
