"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,5,0.0129449436703873,0.0870550563296127,0.499887318818765,0.04949
"2","T",100000,1,5,0.0129449436703873,0.0870550563296127,3.8862873030116e-05,0.99997
"3","WMW",100000,1,5,0.0129449436703873,0.0870550563296127,0.480954998780722,0.06436
"4","Welch",100000,1,5,0.0129449436703873,0.0870550563296127,3.95551726426452e-05,0.99997
