"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,5,2.6444998329566,7.3555001670434,0.500845217090834,0.04875
"2","T",100000,2,5,2.6444998329566,7.3555001670434,0.0449023153000855,0.80431
"3","WMW",100000,2,5,2.6444998329566,7.3555001670434,0.493873848245252,0.05339
"4","Welch",100000,2,5,2.6444998329566,7.3555001670434,0.0449331406855005,0.80415
