"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,5,5,2.50000000000001,2.49999999999999,0.499637569351559,0.04956
"2","T",100000,5,5,2.50000000000001,2.49999999999999,0.499320722771621,0.05005
"3","WMW",100000,5,5,2.50000000000001,2.49999999999999,0.499380892386048,0.04945
"4","Welch",100000,5,5,2.50000000000001,2.49999999999999,0.499321294888277,0.05005
