"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,2,20,0.786438172652479,9.21356182734752,0.501299673775898,0.05062
"2","T",100000,2,20,0.786438172652479,9.21356182734752,0.00100961960802345,0.99683
"3","WMW",100000,2,20,0.786438172652479,9.21356182734752,0.473441777394161,0.07313
"4","Welch",100000,2,20,0.786438172652479,9.21356182734752,0.00101896467454737,0.99679
