"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,10,20,0.0329584879129044,0.0670415120870956,0.499690362749545,0.05042
"2","T",100000,10,20,0.0329584879129044,0.0670415120870956,0.372973332132932,0.15983
"3","WMW",100000,10,20,0.0329584879129044,0.0670415120870956,0.495942182562852,0.05269
"4","Welch",100000,10,20,0.0329584879129044,0.0670415120870956,0.372996587710514,0.15977
