"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,2,0.0292893218813452,0.0707106781186548,0.497759333443245,0.05057
"2","T",100000,1,2,0.0292893218813452,0.0707106781186548,0.0165167541387388,0.92137
"3","WMW",100000,1,2,0.0292893218813452,0.0707106781186548,0.492753880966841,0.0541
"4","Welch",100000,1,2,0.0292893218813452,0.0707106781186548,0.0165323321693481,0.9213
