"","test","Nsim","k1","k2","lambda1","lambda2","pval","alpha"
"1","BM",100000,1,2,1.46446609406726,3.53553390593274,0.500318349527672,0.04938
"2","T",100000,1,2,1.46446609406726,3.53553390593274,0.0166109062529203,0.92215
"3","WMW",100000,1,2,1.46446609406726,3.53553390593274,0.495325354095399,0.05275
"4","Welch",100000,1,2,1.46446609406726,3.53553390593274,0.0166265476632962,0.92208
